Market,RunKind,StartTime,EndTime,Bars,GrossProfit,NetProfit,TotalCost,TurnoverContracts,TurnoverNotional,GrossMaxDD,NetMaxDD,TradeUnits,GrossAnnVol,NetAnnVol,GrossSharpe,NetSharpe,GrossCAGR,NetCAGR,RoundTurnCost,CostNote,GrossRoA,NetRoA,GrossStDevCpp,NetStDevCpp
TY,fullsample,1983-01-03 08:05:00,2026-04-10 13:55:00,853091,98526.09375,85134.71875,13391.375,1438.0,157958772.34375,13412.65625,15273.125,719.0,0.037058865494288815,0.038650454881480986,0.4557667396755983,0.39566172324578097,0.01634124370671164,0.014658410916977616,18.625,Official TF Data TY round-turn cost = $18.625 per contract.,7.345756,5.574152,37.466375,37.494149
