Market,RunKind,StartTime,EndTime,Bars,GrossProfit,NetProfit,TotalCost,TurnoverContracts,TurnoverNotional,GrossMaxDD,NetMaxDD,TradeUnits,GrossAnnVol,NetAnnVol,GrossSharpe,NetSharpe,GrossCAGR,NetCAGR,RoundTurnCost,CostNote,GrossRoA,NetRoA,GrossStDevCpp,NetStDevCpp
TY,walkforward,1987-06-29 12:40:00,2026-03-18 11:15:00,771120,56195.46875,47618.65625,8576.8125,921.0,105427976.71875,27903.125,30234.59375,460.5,0.04897903987772455,0.050214418961710944,0.26233283644581856,0.22781311632215842,0.011720546355935557,0.010233974353232034,18.625,Official TF Data TY round-turn cost = $18.625 per contract.,2.013949,1.574973,41.85359,41.871299
