Market,Profit Ratio OOS/Full,RoA Ratio OOS/Full,Sharpe Ratio OOS/Full,Trades Ratio OOS/Full
TY,0.5593329836424696,0.2825493456224373,0.5757774961229779,0.5605006954102921
BTC,0.28390283466905414,0.283902819417655,0.636056113623286,0.20590043023970497
