Total Profit,Return %,Ann. Return %,Ann. Volatility %,Sharpe Ratio,Max Drawdown $,Max Drawdown %,Avg Drawdown $,CDD (α=0.05) $,DD Duration (bars),Recovery (bars),Return on Account,Total Trades,Win Rate %,Avg Winner $,Avg Loser $,Win/Loss Ratio,Profit Factor,Gross Profit $,Gross Loss $,Avg Trade PnL $,Avg Duration (bars)
1737781.25,1737.78125,50.28499195166345,11.113635621107482,4.524621255006785,131729.25,7.9684592878402265,8182.7810393505815,70659.87416164216,23587,10290.0,13.192068200494575,5016,44.15869218500797,2162.17776523702,-1089.9303571428572,1.9837760743768542,1.5693085731231189,4789223.75,3051805.0,346.37534888357254,24.141746411483254
