Total Profit,Return %,Ann. Return %,Ann. Volatility %,Sharpe Ratio,Max Drawdown $,Max Drawdown %,Avg Drawdown $,CDD (α=0.05) $,DD Duration (bars),Recovery (bars),Return on Account,Total Trades,Win Rate %,Avg Winner $,Avg Loser $,Win/Loss Ratio,Profit Factor,Gross Profit $,Gross Loss $,Avg Trade PnL $,Avg Duration (bars)
68335.51562499988,68.33551562499989,1.4512379900802117,4.63742240551902,0.31294065176229924,15864.70312499997,10.964860084618119,5657.405393942021,13270.678993055582,179179,57871.0,4.307393279696181,395,33.164556962025316,1264.739145992366,-896.742897727273,1.410369849817324,0.6998426148714753,165680.82812499994,236740.12500000006,-179.8969541139243,965.2658227848101
