Total Profit,Return %,Ann. Return %,Ann. Volatility %,Sharpe Ratio,Max Drawdown $,Max Drawdown %,Avg Drawdown $,CDD (α=0.05) $,DD Duration (bars),Recovery (bars),Return on Account,Total Trades,Win Rate %,Avg Winner $,Avg Loser $,Win/Loss Ratio,Profit Factor,Gross Profit $,Gross Loss $,Avg Trade PnL $,Avg Duration (bars)
87864.7187499995,87.8647187499995,1.5429081207047188,3.7954996728698087,0.4065098810924448,17186.46875000006,10.124395790428686,5216.57053392549,14984.545400220002,229835,73129.0,5.112435837059269,724,41.29834254143646,1171.9085493311024,-617.7316176470598,1.8971160223187264,1.3346769192312924,350400.65624999965,262535.9375000004,121.36010877071719,641.4447513812155
