Market,ISStart,ISEnd,OOSStart,OOSEnd,BarsBack,SplitRatio,Source,BestL,BestS
BTC,12/18/2017,10/12/2023,10/13/2023,04/10/2026,17001,0.700000,auto_dates,552,0.010000
