Market,RunKind,StartTime,EndTime,Bars,GrossProfit,NetProfit,TotalCost,TurnoverContracts,TurnoverNotional,GrossMaxDD,NetMaxDD,TradeUnits,GrossAnnVol,NetAnnVol,GrossSharpe,NetSharpe,GrossCAGR,NetCAGR,RoundTurnCost,CostNote,GrossRoA,NetRoA,GrossStDevCpp,NetStDevCpp
TY,reference,1983-01-03 08:05:00,2026-04-10 13:55:00,853091,106632.1875,92700.6875,13931.5,1496.0,165355385.0,12179.0625,13650.4375,748.0,0.03747189512049788,0.039118704069283854,0.4762201673410212,0.41558211743950935,0.0172963019740926,0.015619033255987791,18.625,Default TY round-turn cost = $18.625 = one CME/CBOT 10Y tick ($15.625) plus a small fee cushion.,5.944995,4.906241,39.395439,39.42239
