Total Profit,Return %,Ann. Return %,Ann. Volatility %,Sharpe Ratio,Max Drawdown $,Max Drawdown %,Avg Drawdown $,CDD (α=0.05) $,DD Duration (bars),Recovery (bars),Return on Account,Total Trades,Win Rate %,Avg Winner $,Avg Loser $,Win/Loss Ratio,Profit Factor,Gross Profit $,Gross Loss $,Avg Trade PnL $,Avg Duration (bars)
71952.35937499985,71.95235937499986,1.5287764174939573,5.11044900844158,0.2991471815820259,15603.093750000058,9.949068954180033,5647.168874438557,13085.195045042918,897389,339791.0,4.611416205520113,401,32.917705735660846,1269.1584990530298,-883.257899628253,1.4369059134225635,0.7050988125344921,167528.92187499994,237596.37500000006,-174.73180330423966,4785.9226932668325
