Market,RunKind,StartTime,EndTime,Bars,GrossProfit,NetProfit,TotalCost,TurnoverContracts,TurnoverNotional,GrossMaxDD,NetMaxDD,TradeUnits,GrossAnnVol,NetAnnVol,GrossSharpe,NetSharpe,GrossCAGR,NetCAGR,RoundTurnCost,CostNote,GrossRoA,NetRoA,GrossStDevCpp,NetStDevCpp
BTC,walkforward,2023-11-19 21:05:00,2026-02-08 23:15:00,157680,515535.5,490398.0,25137.5,2011.0,807361526.0,136433.75,138408.75,1005.5,0.4147024018443809,0.42768082366541876,3.1267482277244727,2.979547510248517,2.358755689558871,2.266837753851289,25.0,Official TF Data BTC round-turn cost = $25.00 per contract.,3.778651,3.543114,396.870138,396.975305
