Market,RunKind,StartTime,EndTime,Bars,GrossProfit,NetProfit,TotalCost,TurnoverContracts,TurnoverNotional,GrossMaxDD,NetMaxDD,TradeUnits,GrossAnnVol,NetAnnVol,GrossSharpe,NetSharpe,GrossCAGR,NetCAGR,RoundTurnCost,CostNote,GrossRoA,NetRoA,GrossStDevCpp,NetStDevCpp
BTC,reference,2017-12-18 00:35:00,2026-04-10 16:00:00,590436,1218997.75,1139310.25,79687.5,6375.0,1241759634.75,98485.25,99860.25,3187.5,0.10557135387777117,0.11258792731695184,4.402569963892855,4.036316920413114,0.5828857353749441,0.5654101615468055,25.0,Official TF Data BTC round-turn cost = $25.00 per contract.,32.724576,29.451311,146.760472,146.807257
