Market,ISStart,ISEnd,OOSStart,OOSEnd,BarsBack,SplitRatio,Source,BestL,BestS
TY,01/03/1983,06/26/2013,06/27/2013,04/10/2026,17001,0.700000,auto_dates,2240,0.040000
