Total Profit,Return %,Ann. Return %,Ann. Volatility %,Sharpe Ratio,Max Drawdown $,Max Drawdown %,Avg Drawdown $,CDD (α=0.05) $,DD Duration (bars),Recovery (bars),Return on Account,Total Trades,Win Rate %,Avg Winner $,Avg Loser $,Win/Loss Ratio,Profit Factor,Gross Profit $,Gross Loss $,Avg Trade PnL $,Avg Duration (bars)
536396.9999999995,536.3969999999996,112.70110155745184,37.48399809931252,3.0066456960875483,131729.25,21.974459737240835,22399.333076661303,111795.12146908678,35675,22378.0,4.071965793474111,1094,41.95612431444241,4326.948257080609,-2284.5429133858265,1.8940104962475046,1.3690564059489838,1986069.2499999998,1450684.7499999998,489.3825411334552,33.124314442413166
