Period,Family,entry_bar,exit_bar,entry_time,exit_time,direction,entry_price,exit_price,duration_bars,pnl,slippage,is_oos,L,S
1,tf,414404,414490,2023-10-18 20:45:00,2023-10-19 03:55:00,-1,28215.0,28456.75,86,-1233.75,25.0,True,552,0.01
1,tf,414693,414789,2023-10-19 21:50:00,2023-10-20 05:50:00,1,29120.0,30160.35,96,5176.749999999993,25.0,True,552,0.01
1,tf,414953,414955,2023-10-22 20:30:00,2023-10-22 20:40:00,1,30465.0,30427.65,2,-211.74999999999272,25.0,True,552,0.01
1,tf,414981,415020,2023-10-22 22:50:00,2023-10-23 02:05:00,1,30735.0,30793.95,39,269.75000000000364,25.0,True,552,0.01
1,tf,415126,415145,2023-10-23 10:55:00,2023-10-23 12:30:00,1,31105.0,31140.45,19,152.25000000000364,25.0,True,552,0.01
1,tf,415164,415168,2023-10-23 14:05:00,2023-10-23 14:25:00,1,31455.0,31219.65,4,-1201.7499999999927,25.0,True,552,0.01
1,tf,415175,415197,2023-10-23 15:00:00,2023-10-23 17:50:00,1,31535.0,34442.1,22,14510.499999999993,25.0,True,552,0.01
1,tf,415239,415241,2023-10-23 21:20:00,2023-10-23 21:30:00,1,34790.0,34669.8,2,-625.9999999999854,25.0,True,552,0.01
1,tf,415795,415836,2023-10-25 21:40:00,2023-10-26 01:05:00,1,35245.0,34991.55,41,-1292.2499999999854,25.0,True,552,0.01
1,tf,416245,416246,2023-10-27 12:10:00,2023-10-27 12:15:00,-1,34060.0,33991.55,1,317.24999999998545,25.0,True,552,0.01
1,tf,416465,416512,2023-10-30 07:30:00,2023-10-30 11:25:00,1,35090.0,34823.25,47,-1358.75,25.0,True,552,0.01
1,tf,417022,417029,2023-11-01 07:55:00,2023-11-01 08:30:00,1,35175.0,35248.95,7,344.74999999998545,25.0,True,552,0.01
1,tf,417119,417128,2023-11-01 16:00:00,2023-11-01 17:45:00,1,35605.0,35644.95,9,174.74999999998545,25.0,True,552,0.01
1,tf,417145,417186,2023-11-01 19:10:00,2023-11-01 22:35:00,1,36005.0,36209.25,41,996.25,25.0,True,552,0.01
1,tf,418186,418213,2023-11-07 12:55:00,2023-11-07 15:10:00,1,35820.0,35976.6,27,757.9999999999927,25.0,True,552,0.01
1,tf,418488,418489,2023-11-08 15:05:00,2023-11-08 15:10:00,1,36340.0,36050.85,1,-1470.7500000000073,25.0,True,552,0.01
1,tf,418509,418510,2023-11-08 17:50:00,2023-11-08 17:55:00,1,36415.0,36090.45,1,-1647.7500000000146,25.0,True,552,0.01
1,tf,418540,418545,2023-11-08 20:25:00,2023-11-08 20:50:00,1,36455.0,36630.0,5,850.0,25.0,True,552,0.01
1,tf,418567,418646,2023-11-08 22:40:00,2023-11-09 05:15:00,1,37000.0,37075.5,79,352.5,25.0,True,552,0.01
1,tf,418677,418683,2023-11-09 07:50:00,2023-11-09 08:20:00,1,37450.0,37837.8,6,1914.0000000000146,25.0,True,552,0.01
1,tf,418690,418695,2023-11-09 08:55:00,2023-11-09 09:20:00,1,38220.0,37996.2,5,-1144.0000000000146,25.0,True,552,0.01
1,tf,419319,419404,2023-11-13 15:20:00,2023-11-13 23:25:00,-1,36605.0,36713.5,85,-567.5,25.0,True,552,0.01
1,tf,419526,419528,2023-11-14 09:35:00,2023-11-14 09:45:00,-1,36350.0,36284.25,2,303.75,25.0,True,552,0.01
