entry_bar,exit_bar,entry_time,exit_time,direction,entry_price,exit_price,duration_bars,pnl,slippage,is_oos
1754,1762,2017-12-27 08:45:00,2017-12-27 09:25:00,-1,15400.0,15256.05,8,694.7500000000036,25.0,True
1776,1783,2017-12-27 10:35:00,2017-12-27 11:10:00,-1,15105.0,14604.6,7,2476.999999999998,25.0,True
1886,1888,2017-12-27 20:45:00,2017-12-27 20:55:00,-1,14460.0,14160.2,2,1473.9999999999964,25.0,True
1889,1890,2017-12-27 21:00:00,2017-12-27 21:05:00,-1,13665.0,13801.65,1,-708.2499999999982,25.0,True
1891,1892,2017-12-27 21:10:00,2017-12-27 21:15:00,-1,13665.0,13786.5,1,-632.5,25.0,True
1923,1924,2017-12-27 23:50:00,2017-12-27 23:55:00,-1,13650.0,13680.45,1,-177.25000000000364,25.0,True
1986,1988,2017-12-28 05:05:00,2017-12-28 05:15:00,-1,13545.0,13640.05,2,-500.24999999999636,25.0,True
1989,1990,2017-12-28 05:20:00,2017-12-28 05:25:00,-1,13505.0,13569.35,1,-346.7500000000018,25.0,True
2080,2082,2017-12-28 12:55:00,2017-12-28 13:05:00,-1,13435.0,13493.6,2,-318.0000000000018,25.0,True
2160,2168,2017-12-28 20:35:00,2017-12-28 21:15:00,1,14750.0,14736.15,8,-94.25000000000182,25.0,True
