Total Profit,Return %,Ann. Return %,Ann. Volatility %,Sharpe Ratio,Max Drawdown $,Max Drawdown %,Avg Drawdown $,CDD (α=0.05) $,DD Duration (bars),Recovery (bars),Return on Account,Total Trades,Win Rate %,Avg Winner $,Avg Loser $,Win/Loss Ratio,Profit Factor,Gross Profit $,Gross Loss $,Avg Trade PnL $,Avg Duration (bars)
97670.56249999948,97.67056249999948,1.6760790112784636,4.1586188107149455,0.4030374236176539,13827.50000000003,8.150264890976796,4485.947484145645,11983.390107716605,1107193,452310.0,7.063501175194307,772,41.45077720207254,1168.9296874999989,-611.4755254424788,1.9116540873064911,1.3533834246417638,374057.49999999965,276386.9375000004,126.51627266839279,3190.931347150259
